,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
128907,0.9999424,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
161341,0.9999423,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
179197,0.9999423,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Home Office,Puerto Rico,Smart watch ,Sporting Goods,Fitness,First Class,COMPLETE
52453,0.9999422,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PENDING_PAYMENT
49433,0.9999422,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
24128,0.99994206,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,Puerto Rico,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,Outdoors,First Class,PENDING
105645,0.9999416,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
180209,0.9999416,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,Puerto Rico,Summer dresses,Women's Clothing,Apparel,First Class,COMPLETE
106321,0.9999416,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Corporate,EE. UU.,Nike Men's Comfort 2 Slide,Tennis & Racquet,Fitness,First Class,PENDING
87262,0.99994135,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,ON_HOLD
152003,0.99994135,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
14415,0.99994135,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PENDING
56635,0.99994135,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,PENDING
162249,0.99994123,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
49329,0.9999411,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
36795,0.99994075,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,ON_HOLD
54994,0.99994063,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PENDING_PAYMENT
100377,0.9999403,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,COMPLETE
126106,0.99994016,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,CLOSED
94981,0.99994016,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PROCESSING
138328,0.99994004,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PROCESSING
130266,0.9999399,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,Puerto Rico,adidas Men's Germany Black Crest Away Tee,Girls' Apparel,Golf,First Class,PENDING
17604,0.9999399,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PENDING
35881,0.9999393,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
177908,0.9999391,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Consumer,EE. UU.,Industrial consumer electronics,Consumer Electronics,Technology,First Class,PROCESSING
120440,0.9999391,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Home Office,EE. UU.,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,Footwear,First Class,COMPLETE
176380,0.99993885,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Adult dog supplies,Pet Supplies,Pet Shop,First Class,PENDING
69563,0.99993885,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PROCESSING
145643,0.99993885,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Home Office,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,COMPLETE
42513,0.9999387,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
166261,0.9999387,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PENDING
18768,0.9999386,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
95452,0.9999385,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PAYMENT_REVIEW
63653,0.9999385,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Corporate,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PENDING_PAYMENT
2135,0.99993837,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,COMPLETE
7619,0.99993825,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
19726,0.99993813,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,CLOSED
175269,0.999938,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Consumer,EE. UU.,Lawn mower,Garden,Outdoors,First Class,COMPLETE
160700,0.999938,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Bridgestone e6 Straight Distance NFL Carolina,Electronics,Outdoors,First Class,COMPLETE
116293,0.999938,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING
147033,0.9999379,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",South America,Corporate,EE. UU.,Nike Women's Tempo Shorts,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
8408,0.9999378,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
174206,0.9999378,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Home Office,EE. UU.,Industrial consumer electronics,Consumer Electronics,Technology,First Class,CLOSED
112728,0.99993765,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
4380,0.99993753,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
160561,0.99993753,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PROCESSING
115578,0.99993753,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South of  USA ,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
19918,0.9999373,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
31686,0.9999372,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Nike Women's Tempo Shorts,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
112574,0.9999372,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Bridgestone e6 Straight Distance NFL San Dieg,Electronics,Outdoors,First Class,PENDING_PAYMENT
51199,0.99993706,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,CLOSED
53082,0.9999368,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Corporate,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,ON_HOLD
44223,0.9999368,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
154701,0.9999367,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,COMPLETE
23297,0.9999367,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
105842,0.9999367,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
29822,0.9999367,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
91591,0.9999366,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Corporate,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,PENDING_PAYMENT
98758,0.99993634,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
149085,0.9999362,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Consumer,EE. UU.,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,ON_HOLD
59331,0.9999356,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South of  USA ,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,CLOSED
605,0.9999356,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southern Europe,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
124326,0.9999355,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
53490,0.9999355,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Home Office,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,CLOSED
6764,0.9999355,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
37376,0.99993527,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,ON_HOLD
144990,0.99993527,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,Puerto Rico,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
15454,0.99993503,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
30119,0.9999349,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PENDING
96686,0.9999349,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Home Office,EE. UU.,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
1315,0.9999348,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South of  USA ,Consumer,Puerto Rico,Pelican Sunstream 100 Kayak,Water Sports,Fan Shop,First Class,ON_HOLD
163386,0.9999347,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
143843,0.99993455,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,PENDING
72087,0.99993443,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,CLOSED
121386,0.9999343,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
153461,0.9999343,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
176112,0.9999341,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Oceania,Corporate,Puerto Rico,Rock music,Music,Discs Shop,First Class,COMPLETE
179884,0.9999341,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Corporate,Puerto Rico,Fighting video games,Video Games,Discs Shop,First Class,PROCESSING
172777,0.99993396,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Home Office,Puerto Rico,Web Camera,Cameras ,Technology,First Class,PROCESSING
86479,0.99993396,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",North Africa,Consumer,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,COMPLETE
27350,0.99993396,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,Puerto Rico,adidas Kids' F5 Messi FG Soccer Cleat,Baseball & Softball,Fitness,First Class,COMPLETE
18399,0.99993396,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,Puerto Rico,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,Fan Shop,First Class,PROCESSING
138213,0.9999337,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
89740,0.9999337,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
113618,0.9999336,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,CLOSED
155111,0.9999336,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
78854,0.9999336,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING_PAYMENT
73921,0.9999335,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,COMPLETE
78940,0.9999335,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,CLOSED
72441,0.9999335,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
179897,0.9999335,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Corporate,Puerto Rico,Fighting video games,Video Games,Discs Shop,First Class,PENDING
43111,0.9999335,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
111043,0.99993324,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
92606,0.9999331,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
